3,	2,	14,	1,	3,	2008,	3.05,	2.49,	255,	698
2,	1,	10,	11,	7,	2017,	2.13,	5.18,	63,	0
1,	2,	1,	17,	8,	2004,	1.66,	2.68,	103,	0
1,	4,	8,	4,	11,	2019,	3.39,	1.65,	379,	594
2,	5,	15,	20,	8,	2015,	1.97,	3.19,	125,	0
3,	5,	1,	16,	9,	2020,	2.27,	4.17,	270,	0
3,	4,	12,	13,	6,	2005,	2.62,	2.63,	119,	0
2,	5,	5,	1,	5,	2021,	2.86,	2.37,	203,	0
3,	1,	5,	10,	8,	2001,	1.61,	2.57,	128,	0
1,	3,	6,	7,	8,	2013,	2.08,	2.95,	105,	0
3,	5,	3,	7,	12,	2002,	3.51,	3.08,	408,	996
1,	4,	4,	18,	2,	2014,	3.14,	1.62,	414,	859
2,	4,	11,	13,	8,	2007,	1.53,	3.45,	115,	0
1,	1,	14,	4,	11,	2007,	3.63,	2.12,	343,	626
1,	2,	1,	19,	9,	2002,	2.47,	4.16,	266,	0
3,	4,	8,	8,	1,	2012,	3.99,	1.17,	415,	874
2,	4,	15,	20,	12,	2006,	3.41,	2.42,	415,	888
2,	1,	5,	4,	5,	2017,	2.51,	2.66,	217,	0
3,	5,	2,	1,	7,	2012,	2.91,	5.66,	57,	0
1,	1,	14,	14,	11,	2013,	3.33,	1.3,	367,	571
3,	5,	15,	18,	5,	2002,	2.43,	2.01,	228,	0
3,	3,	14,	3,	7,	2021,	2.68,	5.67,	82,	0
1,	2,	12,	11,	12,	2000,	3.6,	3.07,	432,	1004
3,	1,	6,	10,	1,	2015,	3.99,	1.97,	443,	949
3,	4,	15,	17,	3,	2007,	3.3,	1.51,	249,	763
2,	4,	3,	10,	10,	2021,	2.53,	1.83,	370,	447
1,	1,	8,	7,	5,	2021,	2.93,	2.76,	199,	0
1,	5,	7,	3,	4,	2018,	2.81,	1.57,	232,	0
1,	5,	9,	10,	8,	2007,	1.82,	3.26,	122,	0
3,	1,	5,	15,	12,	2008,	3.03,	2.51,	420,	1004
2,	2,	3,	7,	1,	2000,	3.09,	2.0,	445,	961
2,	3,	15,	7,	5,	2016,	2.62,	2.22,	218,	0
2,	1,	15,	3,	5,	2017,	2.84,	2.3,	981,	0
2,	5,	6,	9,	8,	2008,	1.72,	3.34,	989,	0
3,	4,	13,	11,	7,	2011,	2.64,	5.69,	85,	0
3,	2,	12,	20,	8,	2011,	1.96,	2.98,	111,	0
3,	2,	7,	5,	11,	2014,	3.56,	2.02,	344,	559
2,	5,	3,	17,	6,	2021,	2.8,	3.42,	72,	0
3,	1,	5,	14,	4,	2017,	3.15,	1.74,	220,	0
3,	5,	6,	3,	8,	2020,	1.95,	2.85,	106,	0
3,	1,	7,	15,	4,	2012,	3.09,	2.04,	255,	0
3,	1,	7,	11,	10,	2006,	2.55,	2.12,	310,	447
2,	5,	6,	10,	4,	2001,	3.49,	2.39,	230,	0
2,	5,	13,	14,	10,	2005,	2.81,	1.77,	346,	483
2,	4,	13,	9,	8,	2008,	2.14,	2.93,	139,	0
2,	3,	15,	6,	6,	2013,	2.52,	2.71,	82,	0
2,	4,	8,	16,	5,	2002,	2.97,	2.52,	242,	0
3,	1,	1,	19,	6,	2012,	2.56,	2.69,	109,	0
1,	1,	7,	6,	2,	2000,	3.16,	1.48,	479,	802
2,	3,	9,	13,	3,	2000,	3.17,	1.8,	240,	707
2,	2,	10,	8,	10,	2019,	3.28,	1.76,	320,	503
3,	4,	15,	18,	11,	2003,	2.84,	1.74,	357,	579
3,	5,	4,	16,	10,	2017,	2.94,	1.72,	319,	461
2,	4,	3,	7,	4,	2017,	2.6,	1.91,	259,	0
1,	4,	5,	15,	1,	2019,	3.19,	1.63,	402,	882
3,	1,	10,	9,	10,	2005,	2.71,	2.06,	363,	496
2,	3,	10,	7,	10,	2004,	3.14,	1.59,	313,	455
3,	5,	5,	3,	1,	2000,	3.6,	1.91,	387,	879
3,	1,	1,	3,	2,	2000,	3.27,	2.09,	429,	885
2,	1,	15,	15,	6,	2014,	3.1,	2.74,	108,	0
2,	3,	4,	8,	6,	2017,	2.56,	3.35,	116,	0
1,	4,	8,	20,	10,	2015,	3.33,	1.8,	322,	510
1,	4,	14,	19,	3,	2018,	2.81,	1.88,	245,	701
1,	2,	3,	2,	9,	2005,	2.39,	3.25,	294,	0
3,	5,	15,	2,	11,	2011,	2.84,	1.86,	356,	551
2,	2,	8,	17,	6,	2001,	2.62,	2.51,	1123,	0
2,	4,	6,	12,	4,	2009,	3.34,	2.04,	263,	0
1,	3,	4,	7,	8,	2007,	2.26,	3.12,	144,	0
1,	1,	12,	13,	1,	2020,	3.4,	1.03,	378,	807
2,	5,	12,	2,	11,	2009,	3.07,	1.47,	349,	556
1,	5,	6,	11,	3,	2006,	3.22,	1.73,	1277,	755
1,	3,	10,	11,	8,	2010,	1.94,	3.43,	140,	0
2,	4,	15,	15,	12,	2001,	2.97,	2.22,	428,	894
1,	5,	12,	10,	12,	2003,	3.16,	2.28,	425,	946
2,	2,	9,	3,	4,	2019,	2.78,	1.52,	241,	0
2,	4,	8,	19,	11,	2016,	3.69,	1.8,	396,	648
1,	4,	13,	9,	6,	2005,	3.0,	2.7,	90,	0
2,	5,	15,	9,	8,	2007,	1.84,	3.46,	116,	0
1,	3,	10,	9,	9,	2004,	2.2,	3.99,	284,	0
3,	1,	15,	5,	2,	2019,	3.38,	1.66,	452,	833
2,	1,	9,	3,	3,	2017,	3.36,	1.52,	285,	713
3,	5,	14,	5,	8,	2004,	2.29,	2.78,	97,	0
3,	2,	3,	3,	11,	2019,	2.98,	1.59,	386,	590
1,	4,	5,	4,	1,	2003,	3.09,	1.06,	368,	812
3,	4,	12,	17,	7,	2015,	2.58,	5.79,	85,	0
1,	5,	14,	2,	6,	2000,	2.87,	2.76,	93,	0
2,	1,	14,	8,	6,	2002,	3.42,	2.67,	103,	0
3,	5,	12,	1,	2,	2015,	3.51,	1.85,	412,	891
1,	3,	15,	1,	4,	2002,	2.64,	2.04,	218,	0
1,	4,	2,	1,	7,	2018,	2.46,	5.48,	53,	0
1,	5,	15,	11,	7,	2020,	2.26,	5.8,	71,	0
3,	2,	6,	16,	11,	2016,	1.33,	1.71,	349,	594
3,	4,	11,	6,	7,	2012,	2.41,	5.16,	86,	0
1,	5,	1,	7,	5,	2016,	3.01,	2.7,	215,	0
2,	3,	8,	14,	3,	2015,	2.97,	2.38,	276,	814
3,	3,	10,	16,	11,	2011,	3.03,	2.14,	386,	610
1,	3,	11,	11,	5,	2001,	2.18,	2.22,	225,	0
2,	5,	5,	4,	4,	2016,	3.33,	1.86,	224,	0
3,	2,	7,	1,	8,	2000,	0.09,	3.38,	143,	0
3,	1,	11,	9,	12,	2020,	3.1,	2.56,	392,	1002
3,	4,	5,	1,	7,	2012,	2.93,	5.7,	75,	0
1,	1,	8,	3,	7,	2013,	2.43,	5.82,	74,	0
3,	2,	11,	1,	9,	2009,	2.07,	4.0,	286,	0
2,	5,	7,	16,	9,	2013,	1.88,	3.24,	272,	0
1,	5,	3,	4,	1,	2005,	3.52,	1.13,	406,	805
2,	3,	1,	7,	4,	2001,	3.44,	1.51,	237,	0
3,	2,	5,	2,	1,	2007,	3.84,	1.87,	394,	871
3,	1,	1,	11,	10,	2019,	8.53,	1.64,	364,	509
1,	3,	6,	6,	3,	2005,	2.83,	1.77,	245,	694
1,	4,	10,	1,	11,	2020,	3.46,	1.85,	364,	634
1,	3,	1,	2,	4,	2010,	2.94,	1.77,	265,	0
3,	4,	10,	14,	3,	2015,	2.64,	2.26,	259,	774
1,	4,	4,	12,	7,	2005,	2.49,	5.36,	71,	0
2,	4,	4,	15,	1,	2011,	3.12,	1.24,	401,	875
2,	3,	10,	5,	9,	2000,	1.81,	3.83,	281,	0
3,	4,	11,	8,	9,	2003,	2.05,	3.79,	305,	0
1,	4,	10,	16,	1,	2005,	3.47,	1.84,	383,	951
1,	5,	2,	10,	4,	2001,	2.6,	2.15,	224,	0
2,	4,	8,	15,	6,	2001,	2.85,	2.98,	87,	0
3,	4,	14,	9,	3,	2018,	3.22,	1.75,	239,	770
3,	4,	2,	17,	11,	2015,	3.23,	1.95,	342,	618
1,	4,	10,	20,	12,	2014,	3.3,	2.62,	399,	993
3,	2,	4,	12,	8,	2008,	2.28,	2.51,	101,	0
1,	3,	7,	13,	5,	2002,	2.88,	2.57,	208,	0
2,	4,	11,	5,	1,	2008,	3.69,	1.7,	379,	823
3,	2,	8,	5,	3,	2013,	2.95,	2.1,	260,	713
2,	4,	10,	18,	6,	2021,	3.04,	3.35,	120,	0
1,	2,	6,	1,	7,	2016,	2.58,	5.62,	59,	0
1,	5,	12,	1,	2,	2011,	3.62,	1.77,	426,	878
1,	2,	7,	17,	3,	2014,	2.73,	2.07,	284,	796
1,	5,	4,	18,	8,	2003,	1.76,	3.27,	145,	0
2,	3,	8,	12,	12,	2018,	3.3,	2.41,	405,	862
1,	1,	1,	20,	2,	2014,	3.02,	2.19,	491,	902
1,	1,	6,	12,	4,	2012,	3.36,	2.18,	227,	0
3,	4,	12,	2,	9,	2006,	2.75,	4.19,	303,	0
2,	2,	6,	20,	9,	2015,	2.48,	3.99,	259,	0
1,	2,	2,	12,	10,	2005,	3.01,	1.68,	370,	459
2,	1,	15,	14,	4,	2018,	3.44,	2.47,	228,	0
3,	4,	13,	18,	1,	2009,	3.18,	1.2,	412,	936
2,	5,	8,	14,	8,	2000,	1.96,	2.7,	129,	0
1,	2,	15,	3,	7,	2003,	2.27,	5.64,	57,	0
2,	1,	11,	5,	4,	2009,	2.66,	1.96,	216,	0
3,	1,	3,	13,	2,	2016,	2.99,	1.91,	444,	882
1,	3,	12,	9,	2,	2009,	2.9,	2.05,	482,	820
2,	3,	9,	11,	11,	2009,	3.19,	2.01,	369,	605
1,	4,	5,	3,	5,	2019,	2.12,	2.07,	244,	0
3,	5,	13,	5,	5,	2006,	2.5,	2.74,	245,	0
3,	4,	1,	14,	1,	2003,	3.11,	1.75,	368,	835
1,	4,	15,	16,	5,	2002,	2.18,	2.54,	215,	0
2,	5,	8,	3,	6,	2004,	2.64,	3.39,	110,	0
1,	5,	15,	7,	2,	2008,	2.84,	2.29,	477,	931
3,	4,	12,	3,	10,	2005,	2.99,	2.19,	358,	464
1,	5,	8,	14,	3,	2014,	2.76,	1.53,	248,	749
2,	2,	14,	16,	2,	2021,	3.44,	1.54,	467,	935
3,	5,	3,	1,	6,	2003,	3.18,	2.54,	122,	0
3,	4,	15,	19,	1,	2019,	3.13,	1.62,	374,	921
3,	3,	6,	17,	11,	2003,	2.99,	1.76,	376,	611
3,	2,	2,	3,	6,	2012,	3.05,	3.06,	103,	0
1,	5,	9,	3,	6,	2010,	3.05,	2.62,	108,	0
2,	1,	2,	20,	6,	2002,	3.17,	2.51,	74,	0
3,	2,	11,	18,	3,	2003,	2.78,	2.17,	279,	760
2,	1,	15,	13,	2,	2003,	3.16,	2.18,	467,	165
3,	3,	13,	19,	12,	2008,	3.5,	2.91,	443,	1023
2,	2,	11,	12,	4,	2007,	2.73,	1.99,	220,	0
1,	4,	5,	6,	11,	2010,	3.03,	1.5,	394,	640
3,	4,	7,	13,	4,	2001,	2.62,	1.77,	242,	0
1,	4,	14,	12,	7,	2007,	2.57,	5.78,	68,	0
3,	5,	11,	15,	2,	2009,	3.22,	2.13,	412,	864
1,	3,	4,	1,	2,	2001,	2.82,	1.77,	448,	853
1,	2,	10,	7,	10,	2014,	3.39,	2.26,	328,	478
2,	3,	9,	19,	1,	2021,	3.61,	1.04,	424,	941
1,	4,	1,	17,	12,	2001,	3.69,	2.42,	413,	1018
3,	1,	10,	17,	4,	2014,	3.23,	2.09,	225,	0
3,	1,	3,	6,	1,	2016,	3.33,	1.71,	382,	814
3,	2,	3,	6,	12,	2013,	3.61,	2.43,	372,	877
1,	3,	14,	1,	6,	2008,	3.35,	3.29,	90,	809
3,	1,	7,	9,	5,	2007,	2.67,	2.02,	216,	0
2,	3,	10,	2,	4,	2009,	2.51,	1.77,	242,	0
3,	5,	4,	20,	12,	2014,	2.95,	2.96,	427,	962
3,	3,	8,	19,	10,	2020,	3.31,	1.79,	343,	459
2,	2,	13,	4,	6,	2013,	3.41,	2.93,	76,	0
3,	1,	7,	11,	6,	2005,	3.29,	3.45,	98,	0
2,	5,	9,	10,	11,	2003,	3.41,	1.6,	405,	548
2,	5,	8,	4,	7,	2000,	2.18,	5.35,	57,	0
2,	5,	4,	10,	5,	2001,	2.57,	2.91,	215,	0
2,	2,	10,	5,	5,	2003,	2.82,	2.28,	207,	0
1,	5,	15,	4,	11,	2009,	3.38,	1.77,	395,	553
1,	1,	15,	9,	5,	2004,	2.5,	2.68,	243,	0
3,	1,	1,	1,	2,	2000,	2.81,	2.15,	422,	863
3,	4,	11,	2,	12,	2005,	3.63,	3.04,	393,	997
3,	5,	4,	1,	2,	2011,	2.92,	1.47,	492,	834
3,	3,	9,	17,	3,	2003,	2.69,	2.16,	282,	788
3,	1,	12,	4,	5,	2013,	2.36,	2.82,	246,	0
1,	1,	4,	5,	11,	2004,	3.6,	2.08,	347,	634
3,	3,	6,	15,	9,	2006,	2.1,	3.42,	301,	0
3,	1,	3,	20,	11,	2014,	2.93,	2.09,	393,	545
1,	1,	3,	12,	5,	2015,	2.37,	2.85,	230,	0
1,	4,	15,	7,	7,	2001,	2.77,	5.11,	88,	0
2,	5,	14,	14,	8,	2008,	2.09,	3.45,	135,	0
1,	3,	10,	9,	7,	2018,	2.44,	5.5,	64,	0
1,	5,	7,	7,	3,	2013,	3.34,	2.24,	258,	748
3,	3,	8,	14,	1,	2005,	3.98,	1.45,	379,	893
2,	3,	8,	2,	4,	2002,	2.64,	2.12,	224,	0
1,	1,	13,	3,	6,	2000,	3.28,	3.42,	81,	0
1,	3,	10,	5,	7,	2012,	2.91,	5.83,	54,	0
1,	3,	9,	16,	6,	2005,	2.67,	2.85,	100,	0
3,	5,	11,	1,	3,	2000,	2.7,	2.44,	264,	696
2,	1,	13,	18,	4,	2021,	3.24,	1.98,	255,	0
3,	2,	6,	8,	1,	2009,	3.28,	1.71,	442,	980
3,	3,	6,	3,	9,	2005,	2.51,	3.38,	305,	0
2,	5,	15,	5,	9,	2003,	2.21,	3.53,	273,	0
3,	4,	4,	10,	11,	2001,	3.79,	1.54,	343,	634
3,	3,	10,	13,	4,	2013,	3.44,	2.16,	217,	0
3,	3,	8,	12,	7,	2005,	2.79,	5.27,	74,	0
3,	2,	8,	8,	10,	2015,	2.54,	1.69,	316,	459
1,	2,	11,	3,	7,	2019,	2.73,	5.3,	57,	0
1,	3,	7,	8,	3,	2019,	2.9,	1.56,	256,	730
1,	2,	12,	20,	5,	2014,	2.15,	2.86,	244,	0
3,	5,	11,	16,	4,	2008,	2.51,	1.8,	260,	0
3,	1,	14,	8,	11,	2009,	3.28,	1.82,	339,	652
1,	3,	7,	10,	9,	2015,	2.15,	3.96,	297,	0
2,	2,	11,	6,	10,	2017,	3.25,	1.71,	327,	459
1,	1,	12,	4,	9,	2004,	2.41,	3.8,	264,	0
3,	1,	15,	11,	5,	2021,	2.99,	2.46,	233,	0
1,	1,	5,	8,	5,	2010,	2.15,	2.19,	202,	0
3,	1,	9,	16,	10,	2015,	2.53,	1.74,	345,	440
3,	4,	14,	16,	7,	2021,	2.3,	4.98,	59,	0
2,	3,	2,	15,	11,	2020,	3.24,	2.16,	363,	560
3,	2,	13,	13,	10,	2007,	2.83,	1.57,	335,	470
1,	3,	1,	5,	5,	2004,	2.04,	2.88,	243,	0
1,	2,	1,	3,	3,	2012,	3.0,	2.27,	263,	743
2,	1,	1,	9,	11,	2008,	3.19,	1.84,	366,	589
1,	1,	10,	18,	1,	2005,	3.25,	1.32,	431,	945
2,	5,	13,	5,	2,	2015,	3.69,	1.39,	415,	893
3,	1,	15,	2,	9,	2005,	2.76,	3.45,	303,	0
3,	4,	2,	2,	8,	2019,	2.43,	2.75,	109,	0
2,	2,	2,	11,	7,	2009,	2.41,	5.8,	56,	0
3,	5,	12,	1,	6,	2003,	2.68,	2.63,	96,	0
1,	4,	3,	5,	7,	2001,	2.83,	5.71,	73,	0
1,	1,	3,	11,	11,	2005,	3.24,	2.03,	378,	628
3,	4,	2,	4,	11,	2010,	3.36,	2.17,	381,	603
1,	2,	11,	1,	5,	2004,	2.9,	2.73,	244,	0
3,	1,	15,	14,	10,	2001,	2.53,	2.33,	368,	487
3,	2,	8,	19,	1,	2003,	3.17,	1.88,	426,	835
3,	1,	8,	17,	12,	2014,	3.75,	2.35,	376,	935
2,	3,	2,	9,	8,	2011,	2.06,	3.47,	106,	0
1,	1,	5,	5,	6,	2012,	3.32,	2.91,	114,	0
2,	1,	6,	10,	9,	2003,	1.94,	4.17,	261,	0
2,	5,	9,	8,	1,	2000,	3.41,	1.51,	375,	855
1,	1,	4,	6,	8,	2006,	1.77,	2.54,	136,	0
1,	2,	15,	4,	7,	2007,	2.74,	5.64,	57,	0
2,	5,	14,	14,	8,	2009,	1.86,	3.3,	124,	0
1,	4,	2,	1,	7,	2013,	2.3,	5.78,	62,	0
2,	5,	2,	11,	3,	2019,	3.46,	1.8,	261,	791
2,	5,	4,	12,	3,	2019,	3.14,	2.21,	249,	804
1,	1,	8,	8,	9,	2016,	2.08,	3.95,	264,	0
3,	1,	6,	9,	5,	2006,	2.69,	2.06,	204,	0
2,	5,	2,	4,	8,	2000,	1.53,	2.6,	103,	0
2,	5,	7,	16,	4,	2003,	2.82,	1.67,	217,	0
2,	4,	5,	2,	5,	2013,	2.02,	2.57,	248,	0
1,	2,	6,	11,	1,	2018,	3.5,	1.07,	426,	856
3,	1,	11,	1,	10,	2003,	3.02,	1.71,	352,	499
2,	2,	5,	15,	4,	2017,	2.67,	2.16,	254,	0
1,	2,	11,	5,	5,	2003,	2.04,	2.17,	203,	0
